business_day,trips_count,monday,tuesday,wednesday,thursday,friday,saturday,sunday,public_holiday,school_holiday,season_winter,season_spring,season_summer,season_autumn,zerotosix,sixtotwelve,twelvetoeighteen,eighteentozero,rain,fog,snow,cloudy,partly_cloudy,clear,avg_temp,avg_windspeed,avg_humidity,avg_visibility,num_row
2014-02-28,2406,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-5.83,3.72,31.75,16.0,178
2014-02-28,3249,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-10.87,11.72,39.0,16.0,179
2014-02-28,3708,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-5.87,8.23,27.93,16.0,180
2014-03-01,301,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-6.07,5.45,41.18,16.0,181
2014-03-01,1976,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.12,6.84,45.71,16.0,182
2014-03-01,2030,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1.97,11.93,45.3,15.83,183
2014-03-01,4895,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.9,9.55,36.27,16.0,184
2014-03-02,451,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.07,10.2,42.65,16.0,185
2014-03-02,1683,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2.58,4.8,45.94,16.0,186
2014-03-02,1748,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.18,10.02,46.4,16.0,187
2014-03-02,4313,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3.48,7.96,49.57,14.8,188
2014-03-03,204,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.97,14.85,51.57,12.88,189
2014-03-03,2278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-6.17,18.75,44.34,16.0,190
2014-03-03,2521,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-6.52,11.35,39.11,16.0,191
2014-03-03,2705,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-6.05,13.6,37.7,16.0,192
2014-03-04,173,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-9.23,11.85,44.31,16.0,193
2014-03-04,3256,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-8.64,8.3,50.37,16.0,194
2014-03-04,3277,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-1.97,7.65,36.18,16.0,195
2014-03-04,3692,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-3.07,4.38,33.69,16.0,196
2014-03-05,240,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-2.08,3.08,34.31,16.0,197
2014-03-05,3840,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1.0,17.8,40.69,16.0,198
2014-03-05,4833,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-0.68,4.83,36.57,16.0,199
2014-03-05,4888,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2.02,10.64,30.85,16.0,200
2014-03-06,257,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-5.85,18.25,51.2,16.0,201
2014-03-06,3645,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-2.7,11.98,43.0,16.0,202
2014-03-06,4310,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-6.0,18.07,38.77,16.0,203
2014-03-06,4561,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1.63,11.37,30.68,16.0,204
2014-03-07,318,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-2.54,14.62,58.14,16.0,205
2014-03-07,3152,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.05,11.0,68.5,16.0,206
2014-03-07,4499,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-1.53,18.37,68.55,16.0,207
2014-03-07,5335,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.93,14.92,63.58,16.0,208
2014-03-08,434,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2.4,8.57,66.93,16.0,209
2014-03-08,3063,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.13,8.3,63.48,16.0,210
2014-03-08,3285,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9.08,13.84,42.28,16.0,211
2014-03-08,9568,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11.45,14.25,37.28,16.0,212
2014-03-09,643,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.0,12.22,52.97,13.36,213
2014-03-09,2022,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.3,13.33,50.86,16.0,214
2014-03-09,2885,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.63,11.87,27.65,16.0,215
2014-03-09,6712,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5.17,18.2,31.51,16.0,216
2014-03-10,294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.38,10.82,37.26,16.0,217
2014-03-10,5116,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.78,12.82,48.5,14.02,218
2014-03-10,5715,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,6.93,9.3,57.45,14.83,219
2014-03-10,6106,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.88,11.3,37.95,16.0,220
2014-03-11,400,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8.0,8.7,49.22,16.0,221
2014-03-11,7184,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10.37,11.42,46.81,16.0,222
2014-03-11,7701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,15.37,3.98,36.3,16.0,223
2014-03-11,9071,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,16.97,11.73,30.97,16.0,224
2014-03-12,477,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,11.37,5.83,48.36,16.0,225
2014-03-12,2324,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,9.82,11.72,86.65,6.3,226
2014-03-12,5023,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,11.63,11.32,67.25,11.95,227
2014-03-12,7277,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.53,11.2,65.57,13.3,228
2014-03-13,227,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-2.23,27.42,59.04,16.0,229
2014-03-13,3384,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-4.3,27.17,30.21,16.0,230
2014-03-13,3554,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-6.86,30.14,46.44,16.0,231
2014-03-13,3814,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-4.33,27.88,38.57,16.0,232
2014-03-14,276,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-5.63,17.13,35.64,16.0,233
2014-03-14,4661,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5.14,10.9,49.68,16.0,234
2014-03-14,4751,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-4.07,6.9,31.28,16.0,235
2014-03-14,6611,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6.6,14.3,32.66,16.0,236
2014-03-15,606,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7.25,9.75,47.45,16.0,237
2014-03-15,3530,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8.87,9.73,42.04,16.0,238
2014-03-15,3913,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10.76,21.5,29.42,16.0,239
2014-03-15,10004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13.72,23.34,26.52,16.0,240
2014-03-16,561,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.28,17.48,40.76,16.0,241
2014-03-16,1999,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.45,13.0,28.31,16.0,242
2014-03-16,2307,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.38,18.22,38.63,16.0,243
2014-03-16,4984,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.93,14.53,25.9,16.0,244
2014-03-17,206,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-2.2,18.62,30.69,16.0,245
2014-03-17,3831,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-4.0,18.12,36.28,16.0,246
2014-03-17,3966,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.4,7.04,29.26,16.0,247
2014-03-17,4500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.72,12.25,32.35,16.0,248
2014-03-18,289,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1.38,7.64,40.75,16.0,249
2014-03-18,5160,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.67,13.2,38.53,16.0,250
2014-03-18,5417,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1.2,15.02,45.14,16.0,251
2014-03-18,5813,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.78,15.98,24.6,16.0,252
2014-03-19,313,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.53,11.58,69.8,16.0,253
2014-03-19,2460,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6.23,14.17,86.48,3.2,254
2014-03-19,4604,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4.45,14.05,65.67,16.0,255
2014-03-19,5964,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.52,13.28,72.06,16.0,256
2014-03-20,218,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.58,3.6,92.2,4.65,257
2014-03-20,5962,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.35,19.83,35.26,15.63,258
2014-03-20,6255,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5.97,9.63,85.05,10.65,259
2014-03-20,7260,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10.8,23.4,36.54,16.0,260
2014-03-21,440,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.17,20.9,40.75,16.0,261
2014-03-21,5484,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8.37,11.57,30.41,16.0,262
2014-03-21,6643,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3.9,17.15,44.14,16.0,263
2014-03-21,8151,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.04,17.86,29.01,16.0,264
2014-03-22,614,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5.5,6.23,39.6,16.0,265
2014-03-22,3557,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.64,12.74,54.48,16.0,266
2014-03-22,4848,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12.5,14.77,32.67,16.0,267
2014-03-22,10861,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,14.98,17.0,34.04,16.0,268
2014-03-23,649,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5.14,10.36,47.78,16.0,269
2014-03-23,2482,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.94,11.52,44.64,16.0,270
2014-03-23,2504,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.43,22.5,31.47,16.0,271
2014-03-23,6105,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.56,18.58,30.99,16.0,272
2014-03-24,225,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-4.07,18.53,38.83,16.0,273
2014-03-24,4215,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1.23,12.77,31.47,16.0,274
2014-03-24,4292,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-5.55,12.85,44.38,16.0,275
2014-03-24,4866,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.62,10.28,27.56,16.0,276
2014-03-25,257,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-2.45,5.33,36.54,16.0,277
2014-03-25,4823,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.6,14.97,43.23,15.83,278
2014-03-25,5186,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-0.32,7.28,36.09,16.0,279
2014-03-25,5771,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2.92,12.18,30.77,16.0,280
2014-03-26,307,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.83,16.52,47.72,15.83,281
2014-03-26,3979,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-1.6,31.33,29.93,16.0,282
2014-03-26,4960,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.1,28.82,27.79,16.0,283
2014-03-26,5254,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.3,18.23,45.68,16.0,284
2014-03-27,259,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-4.2,21.23,43.12,16.0,285
2014-03-27,5115,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-3.85,12.33,44.08,16.0,286
2014-03-27,5302,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.2,13.17,43.97,16.0,287
2014-03-27,5990,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4.1,13.4,24.72,16.0,288
2014-03-28,467,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.78,11.08,51.6,16.0,289
2014-03-28,5488,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,14.57,8.28,64.35,15.92,290
2014-03-28,6052,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8.75,14.1,59.3,14.18,291
2014-03-28,6418,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,12.66,9.88,69.25,15.7,292
2014-03-29,408,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6.45,26.63,90.53,4.65,293
2014-03-29,785,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11.73,7.63,70.22,16.0,294
2014-03-29,1212,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,7.32,16.65,87.94,5.7,295
2014-03-29,2075,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9.3,16.27,67.79,16.0,296
2014-03-30,199,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.4,20.48,92.46,4.2,297
2014-03-30,1042,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5.55,20.28,81.44,14.5,298
2014-03-30,1912,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7.63,15.07,91.29,5.63,299
2014-03-30,4754,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.88,21.62,77.72,14.37,300
2014-03-31,177,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3.37,20.4,80.63,15.83,301
2014-03-31,3163,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2.95,17.63,80.12,12.3,302
2014-03-31,6466,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9.32,15.25,47.17,16.0,303
2014-03-31,7279,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,11.2,16.73,47.33,16.0,304
2014-04-01,344,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4.63,14.43,53.46,16.0,305
2014-04-01,7058,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10.65,10.35,44.37,16.0,306
2014-04-01,7516,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5.55,10.98,51.28,16.0,307
2014-04-01,8990,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,11.33,5.9,37.61,16.0,308
2014-04-02,421,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,6.9,5.95,60.9,16.0,309
2014-04-02,7338,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10.62,3.2,65.77,15.26,310
2014-04-02,7372,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.5,1.48,75.55,15.63,311
2014-04-02,7384,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,9.35,5.1,66.39,16.0,312
2014-04-03,495,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,8.83,3.67,73.68,15.27,313
2014-04-03,7335,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13.48,10.05,31.63,16.0,314
2014-04-03,8536,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9.18,8.6,44.93,16.0,315
2014-04-03,9955,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,16.35,4.45,21.41,16.0,316
2014-04-04,289,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.8,10.07,76.84,12.37,317
2014-04-04,1893,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4.62,15.02,87.9,4.18,318
2014-04-04,5147,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6.18,14.93,72.6,16.0,319
2014-04-04,5237,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,5.97,18.72,72.27,12.22,320
2014-04-05,341,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.95,9.05,87.03,12.88,321
2014-04-05,4036,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7.58,20.66,40.16,16.0,322
2014-04-05,4215,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5.4,7.0,84.4,14.65,323
2014-04-05,10063,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10.77,20.4,38.07,16.0,324
2014-04-06,622,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.72,13.23,48.62,16.0,325
2014-04-06,3415,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.0,10.15,46.33,16.0,326
2014-04-06,4655,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10.52,8.02,36.52,16.0,327
2014-04-06,12058,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,12.25,6.18,22.59,16.0,328
2014-04-07,378,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7.63,3.2,50.37,15.33,329
2014-04-07,1072,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6.7,16.65,87.92,3.57,330
2014-04-07,5820,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10.2,20.17,54.55,16.0,331
2014-04-07,7407,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.45,9.22,61.67,9.78,332
2014-04-08,205,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7.58,8.0,92.78,3.42,333
2014-04-08,4418,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,9.85,6.8,91.62,3.3,334
2014-04-08,8235,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12.73,19.93,40.45,16.0,335
2014-04-08,9026,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,16.98,18.53,50.51,16.0,336
2014-04-09,469,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8.34,10.66,55.91,16.0,337
2014-04-09,7631,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10.82,14.98,26.19,16.0,338
2014-04-09,8960,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9.08,10.63,55.3,16.0,339
2014-04-09,9871,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,14.36,21.76,28.22,16.0,340
2014-04-10,488,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7.13,6.65,27.91,16.0,341
2014-04-10,7979,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12.88,20.13,43.25,16.0,342
2014-04-10,9056,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.93,10.1,27.22,16.0,343
2014-04-10,9940,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13.3,17.97,27.05,16.0,344
2014-04-11,644,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12.98,10.88,42.73,16.0,345
2014-04-11,6797,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,16.63,9.77,56.43,16.0,346
2014-04-11,8773,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,15.13,11.47,43.53,16.0,347
2014-04-11,10584,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,21.42,11.97,33.77,16.0,348
2014-04-12,880,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,14.03,4.43,69.96,16.0,349
2014-04-12,5283,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,12.9,4.1,60.03,16.0,350
2014-04-12,6060,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,16.3,15.24,31.9,16.0,351
2014-04-12,14885,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,19.47,6.13,26.17,16.0,352
2014-04-13,965,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13.7,5.75,37.88,16.0,353
2014-04-13,4578,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13.35,8.25,70.11,14.47,354
2014-04-13,6567,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,21.23,16.55,48.25,16.0,355
2014-04-13,14761,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,22.38,14.38,44.75,16.0,356
2014-04-14,581,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,17.0,9.88,68.72,16.0,357
2014-04-14,7809,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,17.68,16.72,63.15,16.0,358
2014-04-14,9148,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,17.42,12.06,68.5,16.0,359
2014-04-14,11294,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,21.78,21.32,50.11,16.0,360
2014-04-15,442,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,14.36,12.8,83.17,16.0,361
2014-04-15,1457,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,6.32,22.13,83.3,9.53,362
2014-04-15,3541,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,14.7,20.12,88.98,9.9,363
2014-04-15,5083,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,14.92,21.55,90.43,9.45,364
